Year,County,NCICCode,Violent_sum,Homicide_sum,ForRape_sum,Robbery_sum,AggAssault_sum,Property_sum,Burglary_sum,VehicleTheft_sum,LTtotal_sum
2016,San Diego County,Carlsbad,209,0,37,49,123,2188,369,167,1652
2016,San Diego County,Chula Vista,696,1,58,208,429,4254,694,885,2675
2016,San Diego County,Coronado,26,0,5,3,18,380,36,32,312
2016,San Diego County,Del Mar,11,0,4,1,6,167,57,12,98
2016,San Diego County,El Cajon,395,1,46,146,202,2446,429,433,1584
2016,San Diego County,Escondido,555,4,48,150,353,3286,415,658,2213
2016,San Diego County,Imperial Beach,71,1,7,17,46,372,87,113,172
2016,San Diego County,La Mesa,197,0,21,56,120,1669,336,225,1108
2016,San Diego County,National City,267,3,13,108,143,1376,182,460,734
2016,San Diego County,Oceanside,639,8,56,172,403,4364,607,481,3276
2016,San Diego County,San Diego,5332,50,572,1387,3323,28624,4743,5839,18042
2016,San Diego County,San Marcos,197,0,13,42,142,1145,211,151,783
2016,San Diego County,Vista,372,2,41,99,230,1615,351,275,989
2016,San Diego County,CSU San Diego,19,0,8,9,2,593,65,13,515
2016,San Diego County,San Diego Harbor,79,0,7,10,62,523,34,11,478
2016,San Diego County,Colorado DPR,0,0,0,0,0,0,0,0,0
2016,San Diego County,Ocotillo Wells DPR,1,0,0,0,1,3,0,0,3
2016,San Diego County,San Diego Coast DPR,7,0,0,1,6,9,2,0,7
2016,San Diego County,CSU San Marcos,4,0,2,1,1,49,5,0,44
2016,San Diego County,UC San Diego,13,0,4,4,5,418,26,14,378
2016,San Diego County,CA Highway Patrol - San Diego,10,0,0,0,10,118,1,100,17
2016,San Diego County,Lemon Grove,139,0,6,56,77,509,106,92,311
2016,San Diego County,Santee,112,2,7,21,82,915,137,97,681
2016,San Diego County,Poway,65,0,8,14,43,455,93,33,329
2016,San Diego County,Encinitas,105,0,9,14,82,1037,204,76,757
2016,San Diego County,Solana Beach,16,0,1,3,12,224,61,22,141
2016,San Francisco County,San Francisco,6190,57,342,3175,2616,47402,4978,5433,36991
2016,San Francisco County,CSU San Francisco,9,0,4,4,1,260,33,15,212
2016,San Francisco County,San Francisco BART,49,0,0,34,15,254,0,0,254
2016,San Francisco County,UC Hastings College of Law,8,0,0,5,3,27,1,0,26
2016,San Francisco County,Union Pacific RR - San Francisco,0,0,0,0,0,0,0,0,0
2016,San Francisco County,UC San Francisco,12,1,0,3,8,464,72,10,382
2016,San Francisco County,CA Highway Patrol - San Francisco,1,0,0,0,1,30,0,29,1
2016,San Joaquin County,San Joaquin Co. Sheriff's Department,793,7,26,174,586,3072,826,140,2106
2016,San Joaquin County,Escalon,34,1,6,3,24,134,28,15,91
2016,San Joaquin County,Lodi,351,5,9,84,253,1935,438,308,1189
2016,San Joaquin County,Manteca,244,0,30,91,123,2700,315,365,2020
2016,San Joaquin County,Ripon,12,0,2,9,1,267,22,20,225
2016,San Joaquin County,Stockton,4381,49,128,1185,3019,11634,2251,1833,7550
2016,San Joaquin County,Tracy,151,0,17,62,72,1899,245,306,1348
2016,San Joaquin County,Stockton Unified School,38,0,2,16,20,239,90,3,146
2016,San Joaquin County,Union Pacific RR - San Joaquin,0,0,0,0,0,44,24,0,20
2016,San Joaquin County,CA Highway Patrol - San Joaquin,1,0,0,0,1,705,0,552,153
2016,San Luis Obispo County,San Luis Obispo Co. Sheriff's Department,356,0,21,16,319,1384,441,23,920
2016,San Luis Obispo County,Arroyo Grande,35,0,6,9,20,334,53,19,262
2016,San Luis Obispo County,Grover Beach,40,1,3,5,31,320,58,21,241
2016,San Luis Obispo County,Morro Bay,17,2,0,3,12,204,52,16,136
2016,San Luis Obispo County,Paso Robles,67,0,8,20,39,977,144,95,738
2016,San Luis Obispo County,Pismo Beach,12,0,4,6,2,513,80,23,410
2016,San Luis Obispo County,San Luis Obispo,178,0,39,21,118,2076,251,95,1730
2016,San Luis Obispo County,Cal Poly San Luis Obispo,12,0,10,1,1,136,10,1,125
2016,San Luis Obispo County,Atascadero,83,1,11,7,64,501,109,47,345
2016,San Luis Obispo County,San Luis Obispo Coast DPR,1,0,0,0,1,26,1,1,24
2016,San Luis Obispo County,Oceano Dunes DPR,5,0,0,0,5,41,0,2,39
2016,San Luis Obispo County,Atascadero State Hospital,309,0,0,0,309,4,0,0,4
2016,San Luis Obispo County,Union Pacific RR - San Luis Obispo,0,0,0,0,0,2,0,0,2
2016,San Luis Obispo County,Cuesta College,0,0,0,0,0,11,0,1,10
2016,San Luis Obispo County,CA Highway Patrol - San Luis Obispo,0,0,0,0,0,158,0,157,1
2016,San Mateo County,San Mateo Co. Sheriff's Department,298,1,57,64,176,2843,454,300,2089
2016,San Mateo County,Atherton,3,0,1,1,1,104,14,6,84
2016,San Mateo County,Belmont,31,0,8,5,18,377,86,25,266
2016,San Mateo County,Brisbane,12,1,0,0,11,99,42,8,49
2016,San Mateo County,Burlingame,62,1,13,18,30,1050,229,133,688
2016,San Mateo County,Colma,27,0,1,12,14,297,48,16,233
2016,San Mateo County,Daly City,244,1,22,90,131,1631,246,233,1152
2016,San Mateo County,Hillsborough,9,0,2,2,5,121,84,1,36
2016,San Mateo County,Menlo Park,30,0,10,7,13,623,101,29,493
2016,San Mateo County,Pacifica,65,0,15,11,39,492,89,40,363
2016,San Mateo County,Redwood City,164,0,43,44,77,1503,260,156,1087
2016,San Mateo County,San Bruno,109,0,16,47,46,1106,141,108,857
2016,San Mateo County,San Mateo,242,1,18,44,179,2141,732,215,1194
2016,San Mateo County,South San Francisco,149,1,25,43,80,1416,307,207,902
2016,San Mateo County,Broadmoor,16,0,2,8,6,77,42,9,26
2016,San Mateo County,Foster City,32,0,10,5,17,343,60,22,261
2016,San Mateo County,San Mateo BART,20,0,0,9,11,140,0,19,121
2016,San Mateo County,Union Pacific RR - San Mateo,0,0,0,0,0,0,0,0,0
2016,San Mateo County,Bay Area DPR,0,0,0,0,0,0,0,0,0
2016,San Mateo County,East Palo Alto,121,3,11,55,52,518,82,92,344
2016,San Mateo County,CA Highway Patrol - San Mateo,0,0,0,0,0,12,0,8,4
2016,Santa Barbara County,Santa Barbara Co. Sheriff's Department,265,4,49,32,180,1639,476,17,1146
2016,Santa Barbara County,Guadalupe,8,0,2,2,4,71,11,13,47
2016,Santa Barbara County,Lompoc,222,0,27,19,176,977,219,130,628
2016,Santa Barbara County,Santa Barbara,397,0,87,82,228,3060,433,199,2428
2016,Santa Barbara County,Santa Maria,506,9,45,168,284,2638,521,665,1452
2016,Santa Barbara County,Carpinteria,26,0,2,8,16,235,50,13,172
2016,Santa Barbara County,Union Pacific RR - Santa Barbara,0,0,0,0,0,2,0,0,2
2016,Santa Barbara County,Solvang,13,0,2,1,10,79,18,0,61
2016,Santa Barbara County,Allen Hancock College,0,0,0,0,0,15,5,0,10
2016,Santa Barbara County,Buelton,5,0,0,3,2,81,16,5,60
2016,Santa Barbara County,Goleta,37,0,8,8,21,484,92,28,364
2016,Santa Barbara County,UC Santa Barbara,48,0,22,2,24,288,27,2,259
2016,Santa Barbara County,CA Highway Patrol - Santa Barbara,0,0,0,0,0,210,0,148,62
2016,Santa Clara County,Santa Clara Co. Sheriff's Department,316,4,46,15,251,1312,260,226,826
2016,Santa Clara County,Campbell,108,0,18,33,57,1306,249,149,908
2016,Santa Clara County,Cupertino,71,0,7,16,48,997,268,68,661
2016,Santa Clara County,Gilroy,182,0,30,57,95,1742,255,355,1132
2016,Santa Clara County,Los Altos,13,0,3,3,7,343,133,17,193
2016,Santa Clara County,Los Altos Hills,6,0,2,0,4,63,41,0,22
2016,Santa Clara County,Los Gatos,21,0,2,6,13,616,139,45,432
2016,Santa Clara County,Milpitas,96,1,9,52,34,1791,202,269,1320
2016,Santa Clara County,Monte Sereno,0,0,0,0,0,28,14,1,13
2016,Santa Clara County,Morgan Hill,82,0,3,21,58,642,111,113,418
2016,Santa Clara County,Mountain View,132,0,9,29,94,1776,280,119,1377
2016,Santa Clara County,Palo Alto,73,1,9,28,35,1436,215,62,1159
2016,Santa Clara County,San Jose,3887,47,451,1214,2175,24749,4260,7703,12786
2016,Santa Clara County,Santa Clara,159,3,17,58,81,2814,362,413,2039
2016,Santa Clara County,Saratoga,28,0,4,6,18,286,159,7,120
2016,Santa Clara County,Sunnyvale,158,1,21,53,83,2140,520,273,1347
2016,Santa Clara County,CSU San Jose,30,0,6,4,20,424,34,34,356
2016,Santa Clara County,San Jose Community College,1,0,0,0,1,39,0,3,36
2016,Santa Clara County,West Valley College District,3,0,1,0,2,39,9,3,27
2016,Santa Clara County,Foothill College,1,0,0,1,0,46,1,3,42
2016,Santa Clara County,Union Pacific RR - Santa Clara,0,0,0,0,0,3,2,0,1
2016,Santa Clara County,Santa Clara Transit District,56,0,2,20,34,119,9,31,79
2016,Santa Clara County,CA Highway Patrol - Santa Clara,0,0,0,0,0,86,0,62,24
2016,Santa Cruz County,Santa Cruz Co. Sheriff's Department,285,1,36,44,204,2050,485,32,1533
2016,Santa Cruz County,Capitola,28,0,4,11,13,759,35,50,674
2016,Santa Cruz County,Santa Cruz,521,4,45,106,366,3610,354,382,2874
2016,Santa Cruz County,Watsonville,238,0,26,46,166,1738,214,506,1018
2016,Santa Cruz County,Scotts Valley,16,0,4,1,11,255,84,10,161
2016,Santa Cruz County,Union Pacific RR - Santa Cruz,0,0,0,0,0,0,0,0,0
2016,Santa Cruz County,Santa Cruz Mtns. DPR,1,0,0,0,1,109,1,1,107
2016,Santa Cruz County,UC Santa Cruz,12,0,5,1,6,344,48,14,282
2016,Santa Cruz County,CA Highway Patrol - Santa Cruz,0,0,0,0,0,620,0,459,161
2016,Shasta County,Shasta Co. Sheriff's Department,519,5,58,22,434,962,451,40,471
2016,Shasta County,Anderson,92,2,8,6,76,452,51,86,315
2016,Shasta County,Redding,720,5,84,143,488,3837,710,519,2608
2016,Shasta County,Union Pacific RR - Shasta,1,0,0,0,1,2,0,0,2
2016,Shasta County,Shasta Marshal's Office,0,0,0,0,0,0,0,0,0
2016,Shasta County,CA Highway Patrol - Shasta,1,0,0,1,0,308,5,227,76
2016,Sierra County,Sierra Co. Sheriff's Department,14,0,0,0,14,26,8,0,18
2016,Sierra County,Union Pacific RR - Sierra,0,0,0,0,0,0,0,0,0
2016,Sierra County,CA Highway Patrol - Sierra,0,0,0,0,0,0,0,0,0
2016,Siskiyou County,Siskiyou Co. Sheriff's Department,52,2,5,2,43,225,118,5,102
2016,Siskiyou County,Dorris,5,0,1,0,4,19,10,1,8
2016,Siskiyou County,Dunsmuir,6,0,0,0,6,47,15,8,24
2016,Siskiyou County,Etna,1,0,0,0,1,7,0,2,5
2016,Siskiyou County,Fort Jones,1,0,0,0,1,10,2,4,4
2016,Siskiyou County,Montague,4,0,1,0,3,15,8,1,6
2016,Siskiyou County,Mount Shasta,10,0,1,0,9,96,22,11,63
2016,Siskiyou County,Tulelake,1,0,0,0,1,10,4,1,5
2016,Siskiyou County,Weed,23,0,1,5,17,99,13,8,78
2016,Siskiyou County,Yreka,54,1,2,3,48,268,74,42,152
2016,Siskiyou County,Lake Shastina,4,0,0,0,4,8,1,2,5
2016,Siskiyou County,Union Pacific RR - Siskiyou,0,0,0,0,0,3,0,0,3
2016,Siskiyou County,CA Highway Patrol - Siskiyou,0,0,0,0,0,69,0,57,12
2016,Solano County,Solano Co. Sheriff's Department,92,1,2,17,72,312,115,58,139
2016,Solano County,Benicia,19,0,4,8,7,540,141,100,299
2016,Solano County,Dixon,63,1,3,21,38,376,62,47,267
2016,Solano County,Fairfield,476,7,56,147,266,2845,420,537,1888
2016,Solano County,Rio Vista,32,0,1,2,29,99,24,17,58
2016,Solano County,Suisun,80,0,16,23,41,654,79,80,495
2016,Solano County,Vacaville,207,0,11,76,120,2057,189,178,1690
2016,Solano County,Vallejo,1053,15,111,353,574,4810,2366,1123,1321
2016,Solano County,Union Pacific RR - Solano,0,0,0,0,0,2,1,0,1
2016,Solano County,CA Highway Patrol - Solano,0,0,0,0,0,24,0,24,0
2016,Sonoma County,Sonoma Co. Sheriff's Department,583,3,91,48,441,1450,494,19,937
2016,Sonoma County,Cloverdale,18,0,5,4,9,121,18,13,90
2016,Sonoma County,Cotati,37,0,3,6,28,82,26,8,48
2016,Sonoma County,Healdsburg,14,1,1,3,9,190,35,16,139
2016,Sonoma County,Rohnert Park,204,0,31,20,153,743,117,88,538
2016,Sonoma County,Santa Rosa,658,5,94,121,438,3010,516,407,2087
2016,Sonoma County,Sebastopol,19,0,4,1,14,135,36,16,83
2016,Sonoma County,Sonoma,37,0,6,4,27,194,36,8,150
2016,Sonoma County,Petaluma,200,1,29,22,148,1108,194,72,842
2016,Sonoma County,CSU Sonoma,5,0,4,0,1,91,5,12,74
2016,Sonoma County,Union Pacific RR - Sonoma,0,0,0,0,0,0,0,0,0
2016,Sonoma County,Silverado DPR,0,0,0,0,0,4,0,0,4
2016,Sonoma County,Russian River/Mendocino DPR,0,0,0,0,0,16,0,0,16
2016,Sonoma County,Sonoma Developmental Center,4,0,0,0,4,4,0,0,4
2016,Sonoma County,Sonoma Co. Junior College,5,0,0,0,5,51,2,0,49
2016,Sonoma County,Windsor,84,0,14,7,63,311,49,16,246
2016,Sonoma County,CA Highway Patrol - Sonoma,0,0,0,0,0,284,1,210,73
2016,Stanislaus County,Stanislaus Co. Sheriff's Department,470,11,42,134,283,1821,726,61,1034
2016,Stanislaus County,Ceres,186,1,11,66,108,1278,278,384,616
2016,Stanislaus County,Modesto,2104,13,103,481,1507,9324,1421,1553,6350
2016,Stanislaus County,Newman,32,0,1,4,27,150,34,42,74
2016,Stanislaus County,Oakdale,54,0,10,11,33,688,127,79,482
2016,Stanislaus County,Patterson,60,1,4,18,37,488,85,106,297
2016,Stanislaus County,Riverbank,55,1,3,26,25,615,83,95,437
2016,Stanislaus County,Turlock,384,7,23,93,261,2503,474,534,1495
2016,Stanislaus County,Waterford,12,0,2,0,10,125,27,23,75
2016,Stanislaus County,Hughson,8,0,0,2,6,146,45,15,86
2016,Stanislaus County,CSU Stanislaus,1,0,0,0,1,72,3,4,65
2016,Stanislaus County,Union Pacific RR - Stanislaus,0,0,0,0,0,3,0,0,3
2016,Stanislaus County,CA Highway Patrol - Stanislaus,0,0,0,0,0,705,0,600,105
2016,Sutter County,Sutter Co. Sheriff's Department,88,1,7,6,74,618,235,54,329
2016,Sutter County,Yuba City,272,8,24,76,164,2030,406,235,1389
2016,Sutter County,Union Pacific RR - Sutter,0,0,0,0,0,1,0,0,1
2016,Sutter County,CA Highway Patrol - Sutter,0,0,0,0,0,42,0,42,0
2016,Tehama County,Tehama Co. Sheriff's Department,163,3,6,12,142,371,235,6,130
2016,Tehama County,Corning,38,0,5,5,28,322,79,41,202
2016,Tehama County,Red Bluff,159,0,20,35,104,1097,260,118,719
2016,Tehama County,Union Pacific RR - Tehama,0,0,0,0,0,1,0,0,1
2016,Tehama County,CA Highway Patrol - Tehama,0,0,0,0,0,146,0,119,27
2016,Trinity County,Trinity Co. Sheriff's Department,65,3,3,6,53,234,101,0,133
2016,Trinity County,Union Pacific RR - Trinity,0,0,0,0,0,0,0,0,0
2016,Trinity County,CA Highway Patrol - Trinity,1,0,0,0,1,65,0,60,5
2016,Tulare County,Tulare Co. Sheriff's Department,350,19,28,62,241,2074,756,0,1318
2016,Tulare County,Dinuba,179,0,6,21,152,655,117,85,453
2016,Tulare County,Exeter,31,0,1,3,27,269,83,36,150
2016,Tulare County,Farmersville,30,0,0,3,27,169,31,35,103
2016,Tulare County,Lindsay,72,0,1,7,64,322,80,91,151
2016,Tulare County,Porterville,215,0,16,52,147,1315,280,264,771
2016,Tulare County,Tulare,224,6,13,57,148,1764,292,362,1110
2016,Tulare County,Visalia,480,8,68,120,284,4196,998,637,2561
2016,Tulare County,Woodlake,25,0,2,3,20,99,23,9,67
2016,Tulare County,Union Pacific RR - Tulare,0,0,0,0,0,2,0,0,2
2016,Tulare County,College of the Sequoias,2,0,0,1,1,77,14,6,57
2016,Tulare County,CA Highway Patrol - Tulare,0,0,0,0,0,621,0,583,38
2016,Tuolumne County,Tuolumne Co. Sheriff's Department,159,1,45,9,104,737,350,10,377
2016,Tuolumne County,Sonora,28,0,9,6,13,370,86,21,263
2016,Tuolumne County,CA Highway Patrol - Tuolumne,0,0,0,0,0,165,0,84,81
2016,Ventura County,Ventura Co. Sheriff's Department,171,2,29,19,121,767,224,76,467
2016,Ventura County,Camarillo,123,4,21,31,67,1125,202,99,824
2016,Ventura County,Fillmore,42,0,4,5,33,100,20,11,69
2016,Ventura County,Ojai,10,0,3,1,6,63,14,5,44
2016,Ventura County,Oxnard,948,12,69,429,438,6073,978,786,4309
2016,Ventura County,Port Hueneme,65,1,6,30,28,399,79,56,264
2016,Ventura County,Santa Paula,80,2,9,26,43,343,76,49,218
2016,Ventura County,Thousand Oaks,164,0,30,33,101,1686,272,112,1302
2016,Ventura County,Ventura,368,8,53,109,198,3750,628,284,2838
2016,Ventura County,Simi Valley,174,2,28,39,105,1566,334,105,1127
2016,Ventura County,Angeles DPR,2,0,0,0,2,10,0,0,10
2016,Ventura County,Moorpark,37,0,12,4,21,296,59,24,213
2016,Ventura County,Channel Coast DPR,1,0,0,0,1,36,2,1,33
2016,Ventura County,Hungry Valley DPR,0,0,0,0,0,0,0,0,0
2016,Ventura County,Union Pacific RR - Ventura,0,0,0,0,0,2,0,0,2
2016,Ventura County,CSU Channel Islands,4,0,5,-1,0,72,6,2,64
2016,Ventura County,Ventura Community College,3,0,0,0,3,77,16,0,61
2016,Ventura County,CA Highway Patrol - Ventura,0,0,0,0,0,50,0,40,10
2016,Yolo County,Yolo Co. Sheriff's Department,56,0,8,7,41,248,69,21,158
2016,Yolo County,Davis,108,0,26,31,51,1665,263,112,1290
2016,Yolo County,Winters,12,0,0,3,9,98,18,14,66
2016,Yolo County,Woodland,218,3,14,54,147,1522,221,264,1037
2016,Yolo County,West Sacramento,233,0,17,95,121,1219,191,172,856
2016,Yolo County,Union Pacific RR - Yolo,0,0,0,0,0,1,0,0,1
2016,Yolo County,UC Davis,12,0,7,1,4,555,29,9,517
2016,Yolo County,CA Highway Patrol - Yolo,0,0,0,0,0,60,0,54,6
2016,Yuba County,Yuba Co. Sheriff's Department,210,3,11,32,164,1086,335,7,744
2016,Yuba County,Marysville,96,1,8,23,64,504,108,101,295
2016,Yuba County,Wheatland,12,0,0,0,12,48,13,7,28
2016,Yuba County,Union Pacific RR - Yuba,0,0,0,0,0,3,0,0,3
2016,Yuba County,CA Highway Patrol - Yuba,0,0,0,0,0,303,0,292,11
