Year	Police Department	Officers per 10K Population	Officers	Total Employees per 10K Population	Total Employees	
2016	"Elk Grove Village, Illinois"	26.8	89	31.6	105	
2016	"Chester, Pennsylvania"	27.3	93	30.2	103	
2016	"Ames, Iowa"	7.8	52	11.5	76	
2016	"Redford Township, Michigan"	11.9	56	13.8	65	
2016	"Fairfield, California"	10	114	14.8	169	
2016	"Leesburg, Virginia"	12.8	68	15.7	83	
2016	"Winter Springs, Florida"	14.5	51	18.5	65	
2016	"Greenwich, Connecticut"	24	151	28.3	178	
2016	"Quincy, Massachusetts"	22.5	210	25.5	238	
2016	"Miami, Florida"	26.7	"1,201"	34.7	"1,559"	
2016	"Fort Myers, Florida"	23.4	179	31.1	238	
2016	"Boulder, Colorado"	16.1	176	24.5	267	
2016	"Hagerstown, Maryland"	24.9	101	28.1	114	
2016	"Lake Oswego, Oregon"	10.8	42	17	66	
2016	"Suffolk, Virginia"	20.6	182	27.5	243	
2016	"Chaska, Minnesota"	9.8	25	11	28	
2016	"Kearney, Nebraska"	16.7	56	20.6	69	
2016	"Waukegan, Illinois"	17	150	21.4	189	
2016	"Round Lake Beach, Illinois"	13.3	37	13.7	38	
2016	"Paradise, California"	7.2	19	12.4	33	
2016	"Lower Providence Township, Pennsylvania"	11.8	31	12.5	33	
2016	"Poughkeepsie, New York"	30.1	91	41.3	125	
2016	"Middletown, New York"	23.1	64	27	75	
2016	"Zionsville, Indiana"	10.8	29	11.2	30	
2016	"West Hartford, Connecticut"	20.3	128	23.2	146	
2016	"Southfield, Michigan"	16.5	121	20.4	150	
2016	"Clarksville, Tennessee"	18.5	282	22.8	348	
2016	"Garden City, Kansas"	22.9	62	33.7	91	
2016	"Surprise, Arizona"	9.7	127	13.9	181	
2016	"University Park, Texas"	15.5	39	21.1	53	
2016	"Ocoee, Florida"	17	77	19.6	89	
2016	"Wallkill Town, New York"	13.7	39	14	40	
2016	"Pearland, Texas"	14.3	161	19.1	215	
2016	"Portsmouth, Virginia"	24.1	231	32.6	312	
2016	"San Angelo, Texas"	15.9	162	18.9	193	
2016	"Waterbury, Connecticut"	25.1	272	29.1	316	
2016	"Bristol Township, Pennsylvania"	11.3	61	12.6	68	
2016	"Franklin, Massachusetts"	13.8	46	16.2	54	
2016	"Alton, Illinois"	21.6	58	28	75	
2016	"Meridian, Idaho"	9.8	92	12.2	115	
2016	"Parkland, Florida"	12.7	40	14.3	45	
2016	"Hutchinson, Kansas"	17.4	72	26.3	109	
2016	"Lima, Ohio"	22.3	84	27	102	
2016	"Voorhees Township, New Jersey"	16.8	49	19.8	58	
2016	"Barnstable, Massachusetts"	25.7	113	29.1	128	
2016	"Turlock, California"	10.7	78	16	117	
2016	"Cary, North Carolina"	11.2	185	13.5	223	
2016	"South Portland, Maine"	20.6	53	23	59	
2016	"Belleville, New Jersey"	30.6	111	33.1	120	
2016	"Palm Bay, Florida"	14.2	155	19.5	212	
2016	"Peachtree City, Georgia"	17.8	63	19.2	68	
2016	"New Bedford, Massachusetts"	27	255	31.4	297	
2016	"Winchester, Virginia"	26.3	72	35.1	96	
2016	"Huntington, West Virginia"	21.6	105	23.9	116	
2016	"Chicopee, Massachusetts"	23.2	132	23.9	136	
2016	"Texarkana, Arkansas"	26.3	80	34.2	104	
2016	"Hartford, Connecticut"	32.2	398	34.8	430	
2016	"Los Banos, California"	9.8	37	16.4	62	
2016	"Reno, Nevada"	12.7	311	15.3	375	
2016	"Hoffman Estates, Illinois"	16.9	88	19.7	103	
2016	"Aventura, Florida"	21	80	31.3	119	
2016	"Detroit, Michigan"	35.1	"2,350"	42.6	"2,855"	
2016	"Stroud Area Regional, Pennsylvania"	15.2	52	17.2	59	
2016	"Mount Pleasant, Wisconsin"	18.3	48	20.2	53	
2016	"Fresno, California"	14.3	748	19.3	"1,013"	
2016	"Shrewsbury, Massachusetts"	12.2	45	15.5	57	
2016	"Wauwatosa, Wisconsin"	18.2	87	23.7	113	
2016	"Westland, Michigan"	9.9	81	13.1	107	
2016	"Draper, Utah"	8.2	39	9.9	47	
2016	"Santa Cruz, California"	14.3	93	17.7	115	
2016	"Pleasanton, California"	9.5	77	13.5	110	
2016	"Reedley, California"	10.5	27	15.5	40	
2016	"Rosenberg, Texas"	19.3	70	25.3	92	
2016	"Brookhaven, Georgia"	14.7	77	16.2	85	
2016	"Santa Rosa, California"	9.8	172	14.2	251	
2016	"Nashua, New Hampshire"	19.7	174	26.6	235	
2016	"West Palm Beach, Florida"	25.7	278	33.8	365	
2016	"Del Rio, Texas"	16.6	60	21	76	
2016	"Burlington, Vermont"	22.6	96	31.6	134	
2016	"Troy, New York"	25.3	126	27.9	139	
2016	"Grand Junction, Colorado"	18.3	111	32.5	197	
2016	"Altoona, Pennsylvania"	13.5	61	15.3	69	
2016	"Haltom City, Texas"	15.9	71	18.9	84	
2016	"Gallatin, Tennessee"	20.2	71	26.2	92	
2016	"Seattle, Washington"	19.8	"1,384"	27.8	"1,946"	
2016	"Wakefield, Massachusetts"	16.6	45	17	46	
2016	"St. Petersburg, Florida"	21.1	548	29.2	759	
2016	"Canton, Georgia"	17.3	45	19.2	50	
2016	"Shreveport, Louisiana"	26.7	524	36.2	711	
2016	"Naugatuck, Connecticut"	18.1	57	21.6	68	
2016	"Centennial, Colorado"	12.3	137	15.3	171	
2016	"Pembroke Pines, Florida"	12.9	218	17.6	298	
2016	"North Ridgeville, Ohio"	11.5	38	14.2	47	
2016	"Lubbock, Texas"	15.5	392	20.8	526	
2016	"Owensboro, Kentucky"	15.2	90	22.9	136	
2016	"Atlanta, Georgia"	35.8	"1,694"	45.3	"2,140"	
2016	"Eugene, Oregon"	11.4	188	19.6	323	
2016	"El Paso, Texas"	14.7	"1,013"	18	"1,236"	
2016	"Methuen, Massachusetts"	18.6	93	22.2	111	
2016	"Saratoga Springs, New York"	26.1	73	30.7	86	
2016	"Corvallis, Oregon"	10	56	16.1	90	
2016	"Tampa, Florida"	25.3	951	32.2	"1,212"	
2016	"Burlington, North Carolina"	22.9	121	30.5	161	
2016	"Alamogordo, New Mexico"	18.2	56	24.7	76	
2016	"Cheektowaga Town, New York"	16.1	126	20.7	162	
2016	"Trenton, New Jersey"	29.4	246	45.6	381	
2016	"Superior, Wisconsin"	21.2	56	23.1	61	
2016	"Middletown, Connecticut"	23.4	109	26.2	122	
2016	"Dearborn, Michigan"	20	189	26	246	
2016	"Columbia, Missouri"	12.4	150	15	182	
2016	"Wilkes-Barre, Pennsylvania"	19.9	81	22.6	92	
2016	"Lincoln, California"	4.2	20	5.7	27	
2016	"St. Clair Shores, Michigan"	13.5	81	14.3	86	
2016	"Hampton, Virginia"	20	271	29	393	
2016	"Monterey Park, California"	11.2	69	15.9	98	
2016	"Roy, Utah"	10	38	11.5	44	
2016	"Bellingham, Washington"	13.1	113	20.2	174	
2016	"Issaquah, Washington"	8.8	33	16.4	61	
2016	"Edmond, Oklahoma"	13	119	17.2	158	
2016	"Casselberry, Florida"	17.6	48	20.9	57	
2016	"New York, New York"	42.3	"36,228"	60	"51,399"	
2016	"Reading, Pennsylvania"	18.2	160	20.7	182	
2016	"La Crosse, Wisconsin"	17.5	92	20.8	109	
2016	"Harrisonburg, Virginia"	17.9	95	21.3	113	
2016	"Coconut Creek, Florida"	15.8	96	21.4	130	
2016	"Madera, California"	9.3	60	12	78	
2016	"Oceanside, California"	11.5	204	15.7	278	
2016	"Lone Peak, Utah"	7.3	21	8.3	24	
2016	"Boca Raton, Florida"	19.2	182	30.2	287	
2016	"Idaho Falls, Idaho"	14.6	87	22.1	132	
2016	"Largo, Florida"	17.2	140	22.4	182	
2016	"Rapid City, South Dakota"	15.3	114	19.2	143	
2016	"Millcreek Township, Pennsylvania"	11.5	62	14.4	78	
2016	"Rohnert Park, California"	13.8	59	19.9	85	
2016	"Davenport, Iowa"	15.3	158	17.3	178	
2016	"Redwood City, California"	10.5	91	13.3	116	
2016	"Deer Park, Texas"	16.4	56	24.3	83	
2016	"Fitchburg, Wisconsin"	17.1	49	21.3	61	
2016	"Casa Grande, Arizona"	14.8	77	18.7	97	
2016	"Kennewick, Washington"	11.4	91	13.3	106	
2016	"Chesterfield Township, Michigan"	9.1	41	12.2	55	
2016	"East Brunswick Township, New Jersey"	17.1	84	22.4	110	
2016	"Decatur, Alabama"	24	133	26.7	148	
2016	"Pasadena, California"	16.3	234	24.9	357	
2016	"Walpole, Massachusetts"	15.9	40	21	53	
2016	"Cleveland, Ohio"	37.4	"1,444"	43.4	"1,678"	
2016	"Warminster Township, Pennsylvania"	13.2	43	14.7	48	
2016	"Clearwater, Florida"	20.3	231	30.9	352	
2016	"San Luis Obispo, California"	11.5	55	16.3	78	
2016	"Mount Olive Township, New Jersey"	16.2	47	19.2	56	
2016	"Big Spring, Texas"	11.6	34	17.5	51	
2016	"Athens, Alabama"	18.7	48	23	59	
2016	"McKinney, Texas"	11.1	189	13.8	234	
2016	"San Leandro, California"	9.8	90	14.3	131	
2016	"Springfield, Illinois"	20.7	241	23	268	
2016	"Amherst Town, New York"	12.4	149	14.9	179	
2016	"Jefferson City, Missouri"	20.4	88	29	125	
2016	"Haverford Township, Pennsylvania"	14.2	70	16.7	82	
2016	"Garner, North Carolina"	21.7	62	24.6	70	
2016	"Dedham, Massachusetts"	22.4	57	23.2	59	
2016	"Baytown, Texas"	21.1	163	30.4	235	
2016	"Sanger, California"	13.2	33	14.8	37	
2016	"Delaware, Ohio"	13.5	52	15.3	59	
2016	"Monterey, California"	15.1	43	21.4	61	
2016	"Roseville, Minnesota"	13.4	48	15.6	56	
2016	"Raytown, Missouri"	18	53	24.5	72	
2016	"Sammamish, Washington"	6	32	7.5	40	
2016	"Merrimack, New Hampshire"	15.6	40	20.3	52	
2016	"Fontana, California"	8.8	185	13.1	275	
2016	"Moore, Oklahoma"	14.3	88	15.1	93	
2016	"Bridgewater Township, New Jersey"	16.4	74	18.1	82	
2016	"Covington, Kentucky"	26.3	108	28.2	116	
2016	"Sugar Land, Texas"	16.8	151	19.4	175	
2016	"Royal Oak, Michigan"	13.1	78	15.7	93	
2016	"Loveland, Colorado"	13.4	103	19.4	149	
2016	"Atwater, California"	9.2	27	11.6	34	
2016	"Euless, Texas"	15.3	84	24.1	132	
2016	"New Orleans, Louisiana"	29.5	"1,171"	35.3	"1,403"	
2016	"North Las Vegas, Nevada"	11.2	268	17.4	414	
2016	"Schenectady, New York"	22.4	146	26.3	171	
2016	"Wellesley, Massachusetts"	13.4	39	15.5	45	
2016	"Texas City, Texas"	12.7	61	17	82	
2016	"Savannah-Chatham Metropolitan, Georgia"	23.6	570	34	821	
2016	"Hamilton Township, New Jersey"	19.1	169	23.1	205	
2016	"North Andover, Massachusetts"	13.4	40	17.1	51	
2016	"Akron, Ohio"	22.8	449	24.5	484	
2016	"Medford, Oregon"	12.4	100	17	137	
2016	"Kearny, New Jersey"	25.8	109	27.2	115	
2016	"Yorktown Town, New York"	14.5	54	16.9	63	
2016	"McHenry, Illinois"	17.3	46	21.4	57	
2016	"Framingham, Massachusetts"	20.2	144	22.1	158	
2016	"Appleton, Wisconsin"	14.8	110	18.4	137	
2016	"Lenexa, Kansas"	16.5	88	24	128	
2016	"Northport, Alabama"	23.6	59	30.7	77	
2016	"Buckeye, Arizona"	13.3	86	17.3	112	
2016	"Bergenfield, New Jersey"	17.7	49	18.8	52	
2016	"Wall Township, New Jersey"	25.4	66	35	91	
2016	"Flint Township, Michigan"	12.5	38	14.1	43	
2016	"Tewksbury, Massachusetts"	18.9	59	23.7	74	
2016	"Garfield, New Jersey"	20.7	66	23.8	76	
2016	"West Windsor Township, New Jersey"	16.5	47	20.7	59	
2016	"Gainesville, Florida"	22.8	299	27.4	360	
2016	"Racine, Wisconsin"	24.6	191	27.7	215	
2016	"Yakima, Washington"	14.9	140	19.4	183	
2016	"Haverstraw Town, New York"	17	64	18.3	69	
2016	"Chelmsford, Massachusetts"	14.8	52	18.2	64	
2016	"Wyandotte, Michigan"	12.8	32	18.4	46	
2016	"Gresham, Oregon"	10.9	122	13.7	153	
2016	"Canton Township, Michigan"	9.1	82	13.2	119	
2016	"Mount Pleasant Town, New York"	15.2	41	17.5	47	
2016	"Lynchburg, Virginia"	21.4	172	24.7	198	
2016	"Boynton Beach, Florida"	19.7	148	26.9	202	
2016	"Slidell, Louisiana"	23.8	67	35.2	99	
2016	"Denton, Texas"	12	161	16.2	217	
2016	"Brooklyn Park, Minnesota"	12.9	103	16.7	133	
2016	"Huntsville, Texas"	14	58	15.7	65	
2016	"Plymouth, Minnesota"	9.4	72	11.4	88	
2016	"Oakland Park, Florida"	18.9	85	21.4	96	
2016	"Gloucester, Massachusetts"	15.8	47	17.4	52	
2016	"Port Orange, Florida"	14	85	16.4	99	
2016	"Easton, Pennsylvania"	23	62	24.5	66	
2016	"Atascadero, California"	9.3	28	12.6	38	
2016	"Troy, Michigan"	12.2	102	17.8	149	
2016	"Tigard, Oregon"	14.1	73	17	88	
2016	"Fridley, Minnesota"	14.7	41	16.2	45	
2016	"Irving, Texas"	13.7	330	20	482	
2016	"Greenville, South Carolina"	27.7	182	35	230	
2016	"Allen Park, Michigan"	14.7	40	15.8	43	
2016	"Cumberland, Rhode Island"	12.4	43	15.6	54	
2016	"Norwich, Connecticut"	22.1	88	25.6	102	
2016	"Winston-Salem, North Carolina"	22	536	28.7	699	
2016	"Ross Township, Pennsylvania"	13.9	43	14.6	45	
2016	"Fairbanks, Alaska"	11.4	37	13.2	43	
2016	"Redmond, Oregon"	12.3	36	15.4	45	
2016	"Panama City, Florida"	24.5	95	33.7	131	
2016	"Ocala, Florida"	27.1	159	39.4	231	
2016	"Owatonna, Minnesota"	14	36	15.1	39	
2016	"Marysville, Washington"	9.4	64	12.9	88	
2016	"Harlingen, Texas"	19.7	130	25.8	170	
2016	"Newberg-Dundee, Oregon"	13.4	35	18.8	49	
2016	"Millville, New Jersey"	26.3	74	30.2	85	
2016	"San Bernardino, California"	9.9	215	16.6	360	
2016	"Cypress, California"	10.7	53	13.9	69	
2016	"North Port, Florida"	15.5	98	20	127	
2016	"San Francisco, California"	26.4	"2,296"	33.2	"2,892"	
2016	"Delray Beach, Florida"	23	155	31.6	213	
2016	"Plymouth, Massachusetts"	20.1	119	22.7	134	
2016	"Martinez, California"	8.6	33	11.7	45	
2016	"Pinellas Park, Florida"	19.4	101	23.2	121	
2016	"Lombard, Illinois"	15.5	68	18.7	82	
2016	"Mesa, Arizona"	16.8	804	25.5	"1,221"	
2016	"Newburgh, New York"	30.5	86	35.1	99	
2016	"St. George, Utah"	13.1	107	19	155	
2016	"McAllen, Texas"	18.4	262	28.7	408	
2016	"Lawrence, Massachusetts"	16	129	18.2	147	
2016	"Edinburg, Texas"	16.3	141	22.5	195	
2016	"Upland, California"	9	69	12.5	96	
2016	"Ogden, Utah"	14.9	128	18.2	156	
2016	"Parkersburg, West Virginia"	22	68	24.6	76	
2016	"Campbell, California"	10.1	42	16.2	67	
2016	"New Bern, North Carolina"	26.9	81	34.2	103	
2016	"Maryville, Tennessee"	17.4	50	19.5	56	
2016	"Branford, Connecticut"	17.4	49	22	62	
2016	"Mauldin, South Carolina"	19.2	49	23.5	60	
2016	"Pittsburgh, Pennsylvania"	30	908	32.3	976	
2016	"Leavenworth, Kansas"	14.4	52	20.8	75	
2016	"Summerville, South Carolina"	18.7	94	22.9	115	
2016	"Liberty, Missouri"	13	40	17.6	54	
2016	"Mesquite, Texas"	15	218	20.6	300	
2016	"Beverly, Massachusetts"	16.5	68	17.4	72	
2016	"Windsor, Connecticut"	18.6	54	23.1	67	
2016	"Rotterdam Town, New York"	13.6	40	14.6	43	
2016	"Grand Prairie, Texas"	13.5	257	20.2	384	
2016	"Ramsey, Minnesota"	9.1	24	10.3	27	
2016	"Colorado Springs, Colorado"	13.9	645	19.9	924	
2016	"Wooster, Ohio"	14.9	40	16	43	
2016	"New Milford, Connecticut"	18.4	50	22.9	62	
2016	"Caldwell, Idaho"	12.1	64	14.8	78	
2016	"Taunton, Massachusetts"	20.1	114	21.2	120	
2016	"Champaign, Illinois"	13.7	119	16.2	141	
2016	"Hallandale, Florida"	23	92	32.3	129	
2016	"Hamilton Township, Atlantic County, New Jersey"	18.6	50	27.2	73	
2016	"Everett, Massachusetts"	21.6	101	23.5	110	
2016	"Cookeville, Tennessee"	21.7	70	27.9	90	
2016	"Winter Garden, Florida"	17.1	71	24.1	100	
2016	"Washington, Utah"	9.4	24	10.2	26	
2016	"Palm Beach Gardens, Florida"	20.1	108	29.5	159	
2016	"Shaler Township, Pennsylvania"	9.1	26	9.8	28	
2016	"Janesville, Wisconsin"	15.1	97	16.8	108	
2016	"St. Charles, Illinois"	15.5	52	18.8	63	
2016	"Ann Arbor, Michigan"	10.6	125	12.8	151	
2016	"Rockledge, Florida"	18.5	50	26.3	71	
2016	"Memphis, Tennessee"	30.1	"1,978"	36.3	"2,385"	
2016	"Covina, California"	12	59	17.7	87	
2016	"Northern Lancaster County Regional, Pennsylvania"	6.9	24	7.5	26	
2016	"Garland, Texas"	13.6	326	19	454	
2016	"Monroe Township, Gloucester County, New Jersey"	18.2	67	19.8	73	
2016	"Monroe, Louisiana"	27.6	137	36.2	180	
2016	"Lakeland, Florida"	22.4	237	33.4	353	
2016	"Apopka, Florida"	18.9	94	25.7	128	
2016	"Fond du Lac, Wisconsin"	17	73	18.6	80	
2016	"Pine Bluff, Arkansas"	32.5	143	39.3	173	
2016	"Auburn, Alabama"	17.2	110	18.2	116	
2016	"Youngstown, Ohio"	23.2	149	30.1	193	
2016	"Orange, California"	10.1	143	15	213	
2016	"Napa, California"	8.5	69	13.6	110	
2016	"Columbia, South Carolina"	25.1	338	31.5	424	
2016	"Lincoln, Nebraska"	11.6	327	16.5	465	
2016	"Portland, Maine"	23.4	157	32.2	216	
2016	"East Windsor Township, New Jersey"	15.6	43	17.8	49	
2016	"Banning, California"	8.7	27	13.8	43	
2016	"Visalia, California"	10.3	135	15.2	200	
2016	"Madison, Alabama"	16.8	80	22.2	106	
2016	"Fargo, North Dakota"	13.2	160	15.1	183	
2016	"Sterling Heights, Michigan"	10.9	145	12.5	165	
2016	"Russellville, Arkansas"	17.4	51	19.4	57	
2016	"Oshkosh, Wisconsin"	14.7	98	16.8	112	
2016	"Dover, New Hampshire"	16.1	50	23.5	73	
2016	"Harrisburg, Pennsylvania"	27.1	133	31.6	155	
2016	"Fredericksburg, Virginia"	22.9	66	31.6	91	
2016	"Port Huron, Michigan"	18.5	54	23.6	69	
2016	"League City, Texas"	11.2	114	15.4	156	
2016	"Jeffersonville, Indiana"	17.3	82	18.4	87	
2016	"Victoria, Texas"	15.6	107	20.7	142	
2016	"Huntsville, Alabama"	26	500	31.5	606	
2016	"Teaneck Township, New Jersey"	21.7	89	25.6	105	
2016	"Burlington, Massachusetts"	24.9	65	28	73	
2016	"Shaker Heights, Ohio"	21.8	60	29.8	82	
2016	"Charlottesville, Virginia"	26.4	124	33.4	157	
2016	"Marion, Iowa"	11.9	45	15.1	57	
2016	"Hawthorne, California"	9.9	88	15.2	136	
2016	"Midland, Texas"	13.1	181	17.3	239	
2016	"Lafayette, Louisiana"	19.9	257	24.4	315	
2016	"Watertown, Massachusetts"	19.3	67	20.5	71	
2016	"New Braunfels, Texas"	16	117	19.4	142	
2016	"Lawrence, Kansas"	15.9	151	19.3	184	
2016	"Holly Springs, North Carolina"	14.9	49	18.3	60	
2016	"Mountain View, California"	10.5	86	15.8	129	
2016	"Des Moines, Iowa"	16.2	343	21.1	446	
2016	"Wilmington, Delaware"	41.8	302	49.9	360	
2016	"Mankato, Minnesota"	13.6	56	15.7	65	
2016	"Livonia, Michigan"	15.6	147	19.7	186	
2016	"Northampton, Massachusetts"	22.1	63	24.2	69	
2016	"Fayetteville, Arkansas"	14.5	123	19.9	169	
2016	"Bellevue, Nebraska"	16.3	92	19.2	108	
2016	"Bensalem Township, Pennsylvania"	16.4	99	20.2	122	
2016	"Mason, Ohio"	13.9	46	15.4	51	
2016	"Sahuarita, Arizona"	16.7	43	19.4	50	
2016	"North Attleboro, Massachusetts"	15.2	44	20	58	
2016	"Saginaw Township, Michigan"	10.4	41	11.7	46	
2016	"Ithaca, New York"	21.3	66	23.9	74	
2016	"Avondale, Arizona"	15	122	22.4	183	
2016	"Lakewood, Washington"	16	96	18.6	112	
2016	"Granite City, Illinois"	19.4	56	23.9	69	
2016	"Clifton, New Jersey"	16.8	145	20.6	178	
2016	"Wentzville, Missouri"	17.1	63	22.7	84	
2016	"Lancaster Town, New York"	13.1	49	17.1	64	
2016	"St. Joseph, Missouri"	16.3	125	22.1	169	
2016	"Oro Valley, Arizona"	22.7	100	29	128	
2016	"Southlake, Texas"	20.2	62	22.5	69	
2016	"Monrovia, California"	13.6	51	21.8	82	
2016	"Winona, Minnesota"	14.1	38	15.6	42	
2016	"Altamonte Springs, Florida"	22.5	98	26.2	114	
2016	"Plainfield, New Jersey"	24.6	126	29.7	152	
2016	"Stoughton, Massachusetts"	18.2	52	20.6	59	
2016	"Lancaster, Ohio"	16.8	67	21	84	
2016	"Glen Cove, New York"	18.2	50	19.7	54	
2016	"Kingsville, Texas"	17.9	47	25.5	67	
2016	"Jersey City, New Jersey"	32.5	865	48.1	"1,279"	
2016	"West Warwick, Rhode Island"	18.1	52	21.9	63	
2016	"Whittier, California"	13.7	120	19	167	
2016	"Redondo Beach, California"	13.4	92	20.9	143	
2016	"Rowlett, Texas"	12.4	76	16.7	102	
2016	"Nampa, Idaho"	12.2	112	18.2	167	
2016	"Blue Springs, Missouri"	18	98	25.9	141	
